postgres_container  | 
postgres_container  | 2025-01-18 07:28:28.567 UTC [27189] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:28:28.567 UTC [27189] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:28:28.567 UTC [27189] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:28:28.567 UTC [27167] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:28:28.567 UTC [27167] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:28:28.567 UTC [27167] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:28:28.568 UTC [27166] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:28:28.568 UTC [27166] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:28:28.568 UTC [27166] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:28:28.568 UTC [27168] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:28:28.568 UTC [27168] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:28:28.568 UTC [27168] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:28:28.568 UTC [27362] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:28:28.568 UTC [27362] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:28:28.568 UTC [27362] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:28:28.568 UTC [27163] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:28:28.568 UTC [27163] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:28:28.568 UTC [27163] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:28:28.575 UTC [27364] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:28:28.589 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 07:28:28.606 UTC [27365] LOG:  database system was interrupted; last known up at 2025-01-18 07:26:54 UTC
postgres_container  | 2025-01-18 07:28:28.801 UTC [27365] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 07:28:28.803 UTC [27365] LOG:  redo starts at 0/3DF6C898
postgres_container  | 2025-01-18 07:28:28.805 UTC [27365] LOG:  invalid record length at 0/3DF7EB58: wanted 24, got 0
postgres_container  | 2025-01-18 07:28:28.805 UTC [27365] LOG:  redo done at 0/3DF7EB30
postgres_container  | 2025-01-18 07:28:28.815 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 07:29:13.102 UTC [1] LOG:  server process (PID 27415) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 07:29:13.104 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 07:29:13.104 UTC [27372] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:13.104 UTC [27372] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:13.104 UTC [27372] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:13.104 UTC [27374] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:13.104 UTC [27374] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:13.104 UTC [27374] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:13.104 UTC [27390] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:13.104 UTC [27390] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:13.104 UTC [27390] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:13.104 UTC [27389] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:13.104 UTC [27389] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:13.104 UTC [27389] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:13.105 UTC [27373] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:13.105 UTC [27373] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:13.105 UTC [27373] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:13.105 UTC [27369] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:13.105 UTC [27369] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:13.105 UTC [27369] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:13.198 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 07:29:13.212 UTC [27524] LOG:  database system was interrupted; last known up at 2025-01-18 07:28:28 UTC
postgres_container  | 2025-01-18 07:29:13.212 UTC [27525] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:29:13.361 UTC [27524] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 07:29:13.364 UTC [27524] LOG:  redo starts at 0/3DF7EBD0
postgres_container  | 2025-01-18 07:29:13.366 UTC [27524] LOG:  invalid record length at 0/3DF91548: wanted 24, got 0
postgres_container  | 2025-01-18 07:29:13.366 UTC [27524] LOG:  redo done at 0/3DF91520
postgres_container  | 2025-01-18 07:29:13.377 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 07:29:49.116 UTC [1] LOG:  server process (PID 27541) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 07:29:49.118 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 07:29:49.118 UTC [27534] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:49.118 UTC [27534] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:49.118 UTC [27534] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:49.118 UTC [27529] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:49.118 UTC [27529] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:49.118 UTC [27529] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:49.165 UTC [27536] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:49.165 UTC [27536] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:49.165 UTC [27536] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:49.165 UTC [27533] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:49.165 UTC [27533] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:49.165 UTC [27533] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:49.165 UTC [27566] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:49.165 UTC [27566] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:49.165 UTC [27566] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:49.165 UTC [27532] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:29:49.165 UTC [27532] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:29:49.165 UTC [27532] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:29:49.206 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 07:29:49.220 UTC [27670] LOG:  database system was interrupted; last known up at 2025-01-18 07:29:13 UTC
postgres_container  | 2025-01-18 07:29:49.275 UTC [27671] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:29:49.373 UTC [27672] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:29:49.414 UTC [27670] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 07:29:49.420 UTC [27670] LOG:  redo starts at 0/3DF915C0
postgres_container  | 2025-01-18 07:29:49.422 UTC [27670] LOG:  invalid record length at 0/3DFA1B48: wanted 24, got 0
postgres_container  | 2025-01-18 07:29:49.423 UTC [27670] LOG:  redo done at 0/3DFA1B20
postgres_container  | 2025-01-18 07:29:49.449 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 07:31:20.609 UTC [1] LOG:  server process (PID 27734) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 07:31:20.610 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 07:31:20.611 UTC [27767] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:20.611 UTC [27767] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27767] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27679] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:20.611 UTC [27679] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27679] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27676] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:20.611 UTC [27676] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27676] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27681] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:20.611 UTC [27681] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27681] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27682] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:20.611 UTC [27682] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27682] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27680] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:20.611 UTC [27680] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27680] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27702] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:20.611 UTC [27702] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:20.611 UTC [27702] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:20.701 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 07:31:20.717 UTC [27872] LOG:  database system was interrupted; last known up at 2025-01-18 07:29:49 UTC
postgres_container  | 2025-01-18 07:31:20.771 UTC [27873] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:31:20.874 UTC [27874] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:31:20.892 UTC [27872] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 07:31:20.894 UTC [27872] LOG:  redo starts at 0/3DFA1BC0
postgres_container  | 2025-01-18 07:31:20.897 UTC [27872] LOG:  invalid record length at 0/3DFB6B48: wanted 24, got 0
postgres_container  | 2025-01-18 07:31:20.897 UTC [27872] LOG:  redo done at 0/3DFB6B20
postgres_container  | 2025-01-18 07:31:20.909 UTC [27875] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:31:20.911 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 07:31:44.067 UTC [1] LOG:  server process (PID 27909) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 07:31:44.069 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 07:31:44.069 UTC [27979] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:44.069 UTC [27979] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:44.069 UTC [27979] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:44.069 UTC [27884] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:44.069 UTC [27884] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:44.069 UTC [27884] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:44.069 UTC [27882] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:44.069 UTC [27882] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:44.069 UTC [27882] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:44.069 UTC [27883] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:44.069 UTC [27883] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:44.069 UTC [27883] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:44.069 UTC [27879] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:31:44.069 UTC [27879] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:31:44.069 UTC [27879] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:31:44.109 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 07:31:44.124 UTC [28012] LOG:  database system was interrupted; last known up at 2025-01-18 07:31:20 UTC
postgres_container  | 2025-01-18 07:31:44.174 UTC [28013] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:31:44.281 UTC [28020] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:31:44.379 UTC [28012] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 07:31:44.381 UTC [28012] LOG:  redo starts at 0/3DFB6BC0
postgres_container  | 2025-01-18 07:31:44.382 UTC [28012] LOG:  invalid record length at 0/3DFC31C8: wanted 24, got 0
postgres_container  | 2025-01-18 07:31:44.382 UTC [28012] LOG:  redo done at 0/3DFC31A0
postgres_container  | 2025-01-18 07:31:44.394 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 07:33:52.975 UTC [1] LOG:  server process (PID 28036) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 07:33:52.975 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 07:33:52.975 UTC [28088] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:33:52.975 UTC [28088] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:33:52.975 UTC [28088] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:33:52.975 UTC [28143] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:33:52.975 UTC [28143] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:33:52.975 UTC [28143] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28024] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:33:52.976 UTC [28024] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28024] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28042] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:33:52.976 UTC [28042] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28042] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28030] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:33:52.976 UTC [28030] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28030] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28028] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:33:52.976 UTC [28028] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28028] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28029] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:33:52.976 UTC [28029] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28029] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28062] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:33:52.976 UTC [28062] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:33:52.976 UTC [28062] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:33:53.014 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 07:33:53.029 UTC [28249] LOG:  database system was interrupted; last known up at 2025-01-18 07:31:44 UTC
postgres_container  | 2025-01-18 07:33:53.029 UTC [28250] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:33:53.030 UTC [28251] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:33:53.140 UTC [28252] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:33:53.238 UTC [28249] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 07:33:53.240 UTC [28249] LOG:  redo starts at 0/3DFC3240
postgres_container  | 2025-01-18 07:33:53.242 UTC [28249] LOG:  invalid record length at 0/3DFD8E18: wanted 24, got 0
postgres_container  | 2025-01-18 07:33:53.242 UTC [28249] LOG:  redo done at 0/3DFD8DE0
postgres_container  | 2025-01-18 07:33:53.254 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 07:35:06.684 UTC [1] LOG:  server process (PID 28274) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 07:35:06.684 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 07:35:06.684 UTC [28441] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:35:06.684 UTC [28441] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:35:06.684 UTC [28441] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:35:06.684 UTC [28319] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:35:06.684 UTC [28319] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:35:06.684 UTC [28319] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:35:06.684 UTC [28299] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:35:06.684 UTC [28299] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:35:06.684 UTC [28299] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:35:06.684 UTC [28261] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:35:06.684 UTC [28261] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:35:06.684 UTC [28261] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:35:06.685 UTC [28260] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:35:06.685 UTC [28260] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:35:06.685 UTC [28260] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:35:06.686 UTC [28256] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:35:06.686 UTC [28256] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:35:06.686 UTC [28256] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:35:06.688 UTC [28291] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:35:06.688 UTC [28291] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:35:06.688 UTC [28291] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:35:06.689 UTC [28259] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:35:06.689 UTC [28259] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:35:06.689 UTC [28259] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:35:06.770 UTC [28442] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:35:06.796 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-18 07:35:06.808 UTC [28443] LOG:  database system was interrupted; last known up at 2025-01-18 07:33:53 UTC
postgres_container  | 2025-01-18 07:35:06.808 UTC [28444] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:35:06.906 UTC [28445] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:35:06.939 UTC [28446] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-18 07:35:07.018 UTC [28443] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-18 07:35:07.021 UTC [28443] LOG:  redo starts at 0/3DFD8E90
postgres_container  | 2025-01-18 07:35:07.022 UTC [28443] LOG:  invalid record length at 0/3DFEBF30: wanted 24, got 0
postgres_container  | 2025-01-18 07:35:07.022 UTC [28443] LOG:  redo done at 0/3DFEBF08
postgres_container  | 2025-01-18 07:35:07.036 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-18 07:36:08.176 UTC [1] LOG:  server process (PID 28507) was terminated by signal 9: Killed
postgres_container  | 2025-01-18 07:36:08.176 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-18 07:36:08.176 UTC [28467] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:36:08.176 UTC [28467] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:36:08.176 UTC [28467] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:36:08.176 UTC [28486] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:36:08.176 UTC [28486] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:36:08.176 UTC [28486] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:36:08.176 UTC [28453] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:36:08.176 UTC [28453] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:36:08.176 UTC [28453] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:36:08.176 UTC [28450] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:36:08.176 UTC [28450] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-18 07:36:08.176 UTC [28450] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-18 07:36:08.176 UTC [28458] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-18 07:36:08.176 UTC [28458] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
