postgres_container  | 
postgres_container  | 2025-01-17 20:49:21.998 UTC [27156] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:49:21.998 UTC [27198] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:49:21.998 UTC [27198] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:49:21.998 UTC [27198] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:49:21.999 UTC [27152] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:49:21.999 UTC [27152] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:49:21.999 UTC [27152] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:49:22.000 UTC [27177] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:49:22.000 UTC [27177] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:49:22.000 UTC [27177] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:49:22.000 UTC [27157] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:49:22.000 UTC [27157] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:49:22.000 UTC [27157] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:49:22.039 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-17 20:49:22.086 UTC [27313] LOG:  database system was interrupted; last known up at 2025-01-17 20:48:34 UTC
postgres_container  | 2025-01-17 20:49:22.193 UTC [27314] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:49:22.248 UTC [27313] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-17 20:49:22.250 UTC [27313] LOG:  redo starts at 0/3B775C20
postgres_container  | 2025-01-17 20:49:22.252 UTC [27313] LOG:  invalid record length at 0/3B787340: wanted 24, got 0
postgres_container  | 2025-01-17 20:49:22.252 UTC [27313] LOG:  redo done at 0/3B787318
postgres_container  | 2025-01-17 20:49:22.262 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-17 20:52:27.684 UTC [1] LOG:  server process (PID 27364) was terminated by signal 9: Killed
postgres_container  | 2025-01-17 20:52:27.685 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-17 20:52:27.685 UTC [27424] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:52:27.685 UTC [27424] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27424] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27323] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:52:27.685 UTC [27323] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27323] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27322] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:52:27.685 UTC [27322] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27322] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27423] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:52:27.685 UTC [27423] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27423] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27331] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:52:27.685 UTC [27331] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27331] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27321] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:52:27.685 UTC [27321] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27321] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27318] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:52:27.685 UTC [27318] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27318] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27351] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:52:27.685 UTC [27351] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:52:27.685 UTC [27351] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:52:27.729 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-17 20:52:27.748 UTC [27595] LOG:  database system was interrupted; last known up at 2025-01-17 20:49:22 UTC
postgres_container  | 2025-01-17 20:52:27.923 UTC [27595] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-17 20:52:27.926 UTC [27595] LOG:  redo starts at 0/3B7873B8
postgres_container  | 2025-01-17 20:52:27.929 UTC [27595] LOG:  invalid record length at 0/3B7A1730: wanted 24, got 0
postgres_container  | 2025-01-17 20:52:27.929 UTC [27595] LOG:  redo done at 0/3B7A1708
postgres_container  | 2025-01-17 20:52:27.942 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-17 20:53:15.894 UTC [1] LOG:  server process (PID 27653) was terminated by signal 9: Killed
postgres_container  | 2025-01-17 20:53:15.895 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-17 20:53:15.895 UTC [27613] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:15.895 UTC [27613] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:15.895 UTC [27613] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:15.895 UTC [27622] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:15.895 UTC [27622] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:15.895 UTC [27622] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:15.895 UTC [27612] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:15.895 UTC [27612] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:15.895 UTC [27612] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:15.896 UTC [27599] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:15.896 UTC [27599] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:15.896 UTC [27599] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:15.896 UTC [27604] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:15.896 UTC [27604] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:15.896 UTC [27604] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:15.896 UTC [27602] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:15.896 UTC [27602] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:15.896 UTC [27602] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:15.896 UTC [27603] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:15.896 UTC [27603] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:15.896 UTC [27603] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:15.936 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-17 20:53:15.947 UTC [27755] LOG:  database system was interrupted; last known up at 2025-01-17 20:52:27 UTC
postgres_container  | 2025-01-17 20:53:15.948 UTC [27756] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:53:16.090 UTC [27757] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:53:16.122 UTC [27755] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-17 20:53:16.124 UTC [27755] LOG:  redo starts at 0/3B7A17A8
postgres_container  | 2025-01-17 20:53:16.126 UTC [27755] LOG:  invalid record length at 0/3B7B2D88: wanted 24, got 0
postgres_container  | 2025-01-17 20:53:16.126 UTC [27755] LOG:  redo done at 0/3B7B2D60
postgres_container  | 2025-01-17 20:53:16.137 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-17 20:53:24.509 UTC [1] LOG:  server process (PID 27779) was terminated by signal 9: Killed
postgres_container  | 2025-01-17 20:53:24.509 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-17 20:53:24.510 UTC [27767] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:24.510 UTC [27767] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:24.510 UTC [27767] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:24.510 UTC [27764] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:24.510 UTC [27764] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:24.510 UTC [27764] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:24.510 UTC [27761] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:24.510 UTC [27761] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:24.510 UTC [27761] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:24.510 UTC [27766] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:24.510 UTC [27766] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:24.510 UTC [27766] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:24.510 UTC [27765] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:53:24.510 UTC [27765] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:53:24.510 UTC [27765] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:53:24.616 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-17 20:53:24.631 UTC [27887] LOG:  database system was interrupted; last known up at 2025-01-17 20:53:16 UTC
postgres_container  | 2025-01-17 20:53:24.692 UTC [27888] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:53:24.695 UTC [27889] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:53:24.773 UTC [27887] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-17 20:53:24.775 UTC [27887] LOG:  redo starts at 0/3B7B2E00
postgres_container  | 2025-01-17 20:53:24.777 UTC [27887] LOG:  invalid record length at 0/3B7BEE88: wanted 24, got 0
postgres_container  | 2025-01-17 20:53:24.777 UTC [27887] LOG:  redo done at 0/3B7BEE60
postgres_container  | 2025-01-17 20:53:24.788 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-17 20:55:32.320 UTC [1] LOG:  server process (PID 27904) was terminated by signal 9: Killed
postgres_container  | 2025-01-17 20:55:32.320 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-17 20:55:32.320 UTC [27973] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.320 UTC [27973] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.320 UTC [27973] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.320 UTC [27926] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.320 UTC [27926] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.320 UTC [27926] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.320 UTC [27917] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.320 UTC [27917] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.320 UTC [27917] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.320 UTC [27974] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.320 UTC [27974] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.320 UTC [27974] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.320 UTC [27896] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.320 UTC [27896] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.320 UTC [27896] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.321 UTC [27898] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.321 UTC [27898] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.321 UTC [27898] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.321 UTC [27893] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.321 UTC [27893] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.321 UTC [27893] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.321 UTC [28003] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.321 UTC [28003] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.321 UTC [28003] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.382 UTC [27897] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.382 UTC [27897] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.382 UTC [27897] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.382 UTC [27918] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:55:32.382 UTC [27918] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:55:32.382 UTC [27918] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:55:32.423 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-17 20:55:32.439 UTC [28119] LOG:  database system was interrupted; last known up at 2025-01-17 20:53:24 UTC
postgres_container  | 2025-01-17 20:55:32.440 UTC [28121] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:55:32.440 UTC [28120] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:55:32.595 UTC [28122] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:55:32.620 UTC [28123] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:55:32.645 UTC [28119] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-17 20:55:32.648 UTC [28119] LOG:  redo starts at 0/3B7BEF00
postgres_container  | 2025-01-17 20:55:32.650 UTC [28119] LOG:  invalid record length at 0/3B7D45B8: wanted 24, got 0
postgres_container  | 2025-01-17 20:55:32.650 UTC [28119] LOG:  redo done at 0/3B7D4590
postgres_container  | 2025-01-17 20:55:32.661 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-17 20:56:24.605 UTC [1] LOG:  server process (PID 28147) was terminated by signal 9: Killed
postgres_container  | 2025-01-17 20:56:24.606 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-17 20:56:24.606 UTC [28160] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:56:24.606 UTC [28160] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:56:24.606 UTC [28160] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:56:24.606 UTC [28132] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:56:24.606 UTC [28132] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:56:24.606 UTC [28132] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:56:24.606 UTC [28130] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:56:24.606 UTC [28130] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:56:24.606 UTC [28130] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:56:24.606 UTC [28131] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:56:24.606 UTC [28131] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:56:24.606 UTC [28131] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:56:24.606 UTC [28180] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:56:24.606 UTC [28180] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:56:24.606 UTC [28180] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:56:24.607 UTC [28140] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:56:24.607 UTC [28140] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:56:24.607 UTC [28140] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:56:24.607 UTC [28127] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:56:24.607 UTC [28127] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:56:24.607 UTC [28127] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:56:24.607 UTC [28179] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:56:24.607 UTC [28179] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:56:24.607 UTC [28179] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:56:24.647 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-17 20:56:24.687 UTC [28293] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:56:24.687 UTC [28292] LOG:  database system was interrupted; last known up at 2025-01-17 20:55:32 UTC
postgres_container  | 2025-01-17 20:56:24.830 UTC [28292] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-17 20:56:24.832 UTC [28292] LOG:  redo starts at 0/3B7D4630
postgres_container  | 2025-01-17 20:56:24.835 UTC [28292] LOG:  invalid record length at 0/3B7E3BE8: wanted 24, got 0
postgres_container  | 2025-01-17 20:56:24.835 UTC [28292] LOG:  redo done at 0/3B7E3BC0
postgres_container  | 2025-01-17 20:56:24.848 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-17 20:57:10.831 UTC [1] LOG:  server process (PID 28328) was terminated by signal 9: Killed
postgres_container  | 2025-01-17 20:57:10.832 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-17 20:57:10.833 UTC [28302] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:57:10.833 UTC [28302] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:57:10.833 UTC [28302] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:57:10.833 UTC [28334] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:57:10.833 UTC [28334] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:57:10.833 UTC [28334] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:57:10.833 UTC [28301] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:57:10.833 UTC [28301] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:57:10.833 UTC [28301] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:57:10.882 UTC [28300] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:57:10.882 UTC [28300] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:57:10.882 UTC [28300] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:57:10.882 UTC [28307] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:57:10.882 UTC [28307] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:57:10.882 UTC [28307] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:57:10.882 UTC [28297] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:57:10.882 UTC [28297] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:57:10.882 UTC [28297] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:57:10.921 UTC [1] LOG:  all server processes terminated; reinitializing
postgres_container  | 2025-01-17 20:57:10.935 UTC [28449] LOG:  database system was interrupted; last known up at 2025-01-17 20:56:24 UTC
postgres_container  | 2025-01-17 20:57:10.936 UTC [28450] FATAL:  the database system is in recovery mode
postgres_container  | 2025-01-17 20:57:11.105 UTC [28449] LOG:  database system was not properly shut down; automatic recovery in progress
postgres_container  | 2025-01-17 20:57:11.107 UTC [28449] LOG:  redo starts at 0/3B7E3C60
postgres_container  | 2025-01-17 20:57:11.110 UTC [28449] LOG:  invalid record length at 0/3B7F19B0: wanted 24, got 0
postgres_container  | 2025-01-17 20:57:11.110 UTC [28449] LOG:  redo done at 0/3B7F1988
postgres_container  | 2025-01-17 20:57:11.124 UTC [1] LOG:  database system is ready to accept connections
postgres_container  | 2025-01-17 20:58:18.687 UTC [1] LOG:  server process (PID 28501) was terminated by signal 9: Killed
postgres_container  | 2025-01-17 20:58:18.687 UTC [1] LOG:  terminating any other active server processes
postgres_container  | 2025-01-17 20:58:18.687 UTC [28468] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:58:18.687 UTC [28468] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:58:18.687 UTC [28468] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:58:18.687 UTC [28459] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:58:18.687 UTC [28459] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:58:18.687 UTC [28459] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:58:18.687 UTC [28480] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:58:18.687 UTC [28480] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
postgres_container  | 2025-01-17 20:58:18.687 UTC [28480] HINT:  In a moment you should be able to reconnect to the database and repeat your command.
postgres_container  | 2025-01-17 20:58:18.687 UTC [28457] WARNING:  terminating connection because of crash of another server process
postgres_container  | 2025-01-17 20:58:18.687 UTC [28457] DETAIL:  The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.
